competicao,temporada,id_partida,estadio,campo,equipe,pro_contra,jogador,minuto
Brasileirao,2014,79,Heriberto Hulse,mandante,CRICIUMA - SC,pro,Fabio,57.0
Brasileirao,2014,81,Arena da Amazônia,mandante,BOTAFOGO - RJ,pro,Wallyson,28.0
Brasileirao,2014,82,Cláudio Moacyr,visitante,INTERNACIONAL - RS,pro,Jorge Henrique,22.0
Brasileirao,2014,82,Cláudio Moacyr,mandante,FLUMINENSE - RJ,pro,Jean,31.0
Brasileirao,2014,83,Morumbi,mandante,SAO PAULO - SP,pro,Luis Fabiano,10.0
Brasileirao,2014,83,Morumbi,visitante,ATLETICO - MG,pro,Josue,78.0
Brasileirao,2014,83,Morumbi,mandante,SAO PAULO - SP,pro,Pabon,89.0
Brasileirao,2014,84,1º de Maio,mandante,SANTOS - SP,pro,Gabriel Barbosa,11.0
Brasileirao,2014,84,1º de Maio,mandante,SANTOS - SP,pro,Diego,18.0
Brasileirao,2014,85,Durival Britto,mandante,CORITIBA - PR,pro,Alex,4.0
Brasileirao,2014,85,Durival Britto,mandante,CORITIBA - PR,pro,Keirrison,14.0
Brasileirao,2014,85,Durival Britto,mandante,CORITIBA - PR,pro,Dener,44.0
Brasileirao,2014,86,João Havelange,mandante,CRUZEIRO - MG,pro,Ricardo Goulart,15.0
Brasileirao,2014,86,João Havelange,mandante,CRUZEIRO - MG,pro,Éverton Ribeiro,17.0
Brasileirao,2014,86,João Havelange,mandante,CRUZEIRO - MG,pro,Borges,45.5
Brasileirao,2014,87,Jóia da Princesa,visitante,SPORT - PE,pro,Neto Baiano,48.0
Brasileirao,2014,89,Orlando Scarpelli,visitante,ATLETICO - PR,pro,Douglas,45.5
Brasileirao,2014,89,Orlando Scarpelli,visitante,ATLETICO - PR,pro,Douglas,52.0
Brasileirao,2014,89,Orlando Scarpelli,mandante,FIGUEIRENSE - SC,pro,Everaldo,73.0
Brasileirao,2014,89,Orlando Scarpelli,visitante,ATLETICO - PR,pro,Douglas,90.5
Brasileirao,2014,90,Arena Condá,mandante,CHAPECOENSE - SC,pro,Abuda,54.0
Brasileirao,2014,90,Arena Condá,mandante,CHAPECOENSE - SC,pro,Alemao,71.0
Brasileirao,2014,90,Arena Condá,visitante,BAHIA - BA,pro,Demerson,85.0
Brasileirao,2014,91,Cláudio Moacyr,visitante,ATLETICO - PR,pro,Douglas,20.0
Brasileirao,2014,91,Cláudio Moacyr,mandante,FLAMENGO - RJ,pro,Samir,36.0
Brasileirao,2014,91,Cláudio Moacyr,visitante,ATLETICO - PR,pro,Cleberson,60.0
Brasileirao,2014,92,Ilha do Retiro,mandante,SPORT - PE,pro,Neto Baiano,43.0
Brasileirao,2014,93,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Guerrero,6.0
Brasileirao,2014,93,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Fagner,9.0
Brasileirao,2014,93,Arena Corinthians,visitante,INTERNACIONAL - RS,pro,Claudio Winck,90.0
Brasileirao,2014,94,Vila Belmiro,mandante,SANTOS - SP,pro,Bruno Uvini Bortolanca,23.0
Brasileirao,2014,94,Vila Belmiro,mandante,SANTOS - SP,pro,Alison,68.0
Brasileirao,2014,95,Couto Pereira,visitante,FIGUEIRENSE - SC,pro,Thiago Heleno,5.0
Brasileirao,2014,95,Couto Pereira,visitante,FIGUEIRENSE - SC,pro,Everaldo,68.0
Brasileirao,2014,96,Mineirão,mandante,CRUZEIRO - MG,contra,Alemao,61.0
Brasileirao,2014,96,Mineirão,mandante,CRUZEIRO - MG,pro,Ricardo Goulart,71.0
Brasileirao,2014,96,Mineirão,mandante,CRUZEIRO - MG,pro,Éverton Ribeiro,75.0
Brasileirao,2014,96,Mineirão,visitante,VITORIA - BA,pro,Ayrton,90.5
Brasileirao,2014,97,Fonte Nova,visitante,SAO PAULO - SP,pro,Rogerio,13.0
Brasileirao,2014,97,Fonte Nova,visitante,SAO PAULO - SP,pro,Alan Kardec,20.0
Brasileirao,2014,99,Heriberto Hulse,mandante,CRICIUMA - SC,pro,Paulo Baier,40.0
Brasileirao,2014,99,Heriberto Hulse,mandante,CRICIUMA - SC,pro,Paulo Baier,58.0
Brasileirao,2014,99,Heriberto Hulse,mandante,CRICIUMA - SC,pro,Serginho,67.0
Brasileirao,2014,99,Heriberto Hulse,visitante,FLUMINENSE - RJ,pro,Conca,83.0
Brasileirao,2014,99,Heriberto Hulse,visitante,FLUMINENSE - RJ,pro,Matheus Carvalho,85.0
Brasileirao,2014,100,Arena Condá,mandante,CHAPECOENSE - SC,pro,Jailton,41.0
Brasileirao,2014,100,Arena Condá,visitante,ATLETICO - MG,pro,Leo Silva,90.5
Brasileirao,2014,101,Raulino de Oliveira,mandante,BOTAFOGO - RJ,pro,Bolatti,11.0
Brasileirao,2014,102,Raulino de Oliveira,mandante,FLUMINENSE - RJ,pro,Conca,61.0
Brasileirao,2014,103,Morumbi,visitante,CHAPECOENSE - SC,pro,Ricardo Conceicao,57.0
Brasileirao,2014,104,Pacaembu,visitante,CRUZEIRO - MG,pro,Ricardo Goulart,7.0
Brasileirao,2014,104,Pacaembu,visitante,CRUZEIRO - MG,pro,Manoel,9.0
Brasileirao,2014,104,Pacaembu,mandante,PALMEIRAS - SP,pro,Omar Fernando Tobio,53.0
Brasileirao,2014,105,Arena da Baixada,mandante,ATLETICO - PR,pro,Marcelo Cirino,52.0
Brasileirao,2014,105,Arena da Baixada,mandante,ATLETICO - PR,pro,Douglas,58.0
Brasileirao,2014,106,Independência,visitante,BAHIA - BA,pro,Christian,24.0
Brasileirao,2014,106,Independência,mandante,ATLETICO - MG,pro,Luan,65.0
Brasileirao,2014,108,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Rafael Moura,16.0
Brasileirao,2014,108,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Dalessandro,45.5
Brasileirao,2014,108,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Fabricio,57.0
Brasileirao,2014,108,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Alex,77.0
Brasileirao,2014,109,Orlando Scarpelli,visitante,GREMIO - RS,pro,Giuliano,3.0
Brasileirao,2014,111,Maracanã,mandante,FLAMENGO - RJ,pro,Alecsandro,32.0
Brasileirao,2014,112,Ilha do Retiro,mandante,SPORT - PE,pro,Felipe Azevedo,51.0
Brasileirao,2014,112,Ilha do Retiro,mandante,SPORT - PE,pro,Durval,68.0
Brasileirao,2014,112,Ilha do Retiro,visitante,ATLETICO - MG,pro,Diego Tardelli,83.0
Brasileirao,2014,113,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Guerrero,50.0
Brasileirao,2014,113,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Petros,90.5
Brasileirao,2014,114,Vila Belmiro,mandante,SANTOS - SP,pro,Rildo,12.0
Brasileirao,2014,114,Vila Belmiro,mandante,SANTOS - SP,pro,Gabriel Barbosa,51.0
Brasileirao,2014,114,Vila Belmiro,mandante,SANTOS - SP,pro,Diego,80.0
Brasileirao,2014,115,Arena da Baixada,visitante,FLUMINENSE - RJ,pro,Jean,17.0
Brasileirao,2014,115,Arena da Baixada,visitante,FLUMINENSE - RJ,pro,Conca,34.0
Brasileirao,2014,115,Arena da Baixada,visitante,FLUMINENSE - RJ,pro,Cicero,64.0
Brasileirao,2014,116,Mineirão,mandante,CRUZEIRO - MG,pro,Lucas Silva,40.0
Brasileirao,2014,116,Mineirão,mandante,CRUZEIRO - MG,pro,Marquinhos,46.0
Brasileirao,2014,116,Mineirão,mandante,CRUZEIRO - MG,pro,Dedé,49.0
Brasileirao,2014,116,Mineirão,mandante,CRUZEIRO - MG,pro,Ricardo Goulart,71.0
Brasileirao,2014,116,Mineirão,mandante,CRUZEIRO - MG,pro,Dagoberto,78.0
Brasileirao,2014,117,Fonte Nova,visitante,INTERNACIONAL - RS,pro,Wellington Silva,65.0
Brasileirao,2014,118,Arena do Grêmio,visitante,CORITIBA - PR,pro,Ze Eduardo,48.0
Brasileirao,2014,118,Arena do Grêmio,mandante,GREMIO - RS,pro,Barcos,57.0
Brasileirao,2014,118,Arena do Grêmio,mandante,GREMIO - RS,pro,Barcos,64.0
Brasileirao,2014,118,Arena do Grêmio,visitante,CORITIBA - PR,pro,Ze Eduardo,72.0
Brasileirao,2014,118,Arena do Grêmio,visitante,CORITIBA - PR,pro,Alex,90.5
Brasileirao,2014,119,Heriberto Hulse,visitante,VITORIA - BA,pro,Caio,18.0
Brasileirao,2014,119,Heriberto Hulse,visitante,VITORIA - BA,pro,Caio,66.0
Brasileirao,2014,119,Heriberto Hulse,visitante,VITORIA - BA,pro,Ayrton,83.0
Brasileirao,2014,119,Heriberto Hulse,mandante,CRICIUMA - SC,pro,Serginho,89.0
Brasileirao,2014,120,Serra Dourada,mandante,GOIAS - GO,pro,Amaral,44.0
Brasileirao,2014,120,Serra Dourada,mandante,GOIAS - GO,pro,Bruno Mineiro,48.0
Brasileirao,2014,120,Serra Dourada,visitante,SAO PAULO - SP,pro,Kaká,76.0
Brasileirao,2014,121,Maracanã,mandante,BOTAFOGO - RJ,pro,Edilson,25.0
Brasileirao,2014,121,Maracanã,visitante,CRUZEIRO - MG,pro,Leo,59.0
Brasileirao,2014,122,Maracanã,mandante,FLUMINENSE - RJ,pro,Cicero,10.0
Brasileirao,2014,122,Maracanã,mandante,FLUMINENSE - RJ,contra,David França,20.0
Brasileirao,2014,123,Morumbi,mandante,SAO PAULO - SP,pro,Alan Kardec,73.0
Brasileirao,2014,123,Morumbi,visitante,CRICIUMA - SC,pro,Rodrigo,80.0
Brasileirao,2014,124,Pacaembu,mandante,PALMEIRAS - SP,pro,Henrique Dourado,60.0
Brasileirao,2014,124,Pacaembu,visitante,BAHIA - BA,pro,Kieza,62.0
Brasileirao,2014,126,Independência,mandante,ATLETICO - MG,pro,Leo Silva,34.0
Brasileirao,2014,126,Independência,visitante,ATLETICO - PR,pro,Marcos Guilherme,55.0
Brasileirao,2014,126,Independência,mandante,ATLETICO - MG,contra,Leo Pereira,75.0
Brasileirao,2014,126,Independência,mandante,ATLETICO - MG,contra,Deivid,87.0
Brasileirao,2014,127,Manoel Barradas,visitante,GREMIO - RS,pro,Barcos,11.0
Brasileirao,2014,127,Manoel Barradas,mandante,VITORIA - BA,pro,Caio,58.0
Brasileirao,2014,127,Manoel Barradas,mandante,VITORIA - BA,pro,Caio,76.0
Brasileirao,2014,128,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Rafael Moura,56.0
Brasileirao,2014,129,Orlando Scarpelli,mandante,FIGUEIRENSE - SC,pro,Leonardo,41.0
Brasileirao,2014,129,Orlando Scarpelli,mandante,FIGUEIRENSE - SC,pro,Clayton,76.0
Brasileirao,2014,129,Orlando Scarpelli,mandante,FIGUEIRENSE - SC,pro,Marquinhos,83.0
Brasileirao,2014,130,Arena Condá,mandante,CHAPECOENSE - SC,pro,Rafael Lima,7.0
Brasileirao,2014,131,Maracanã,mandante,FLAMENGO - RJ,pro,Eduardo da Silva,84.0
Brasileirao,2014,132,Maracanã,mandante,FLUMINENSE - RJ,pro,Elivelton,24.0
Brasileirao,2014,132,Maracanã,visitante,CORITIBA - PR,pro,Germano,81.0
Brasileirao,2014,133,Morumbi,mandante,SAO PAULO - SP,pro,Alexandre Pato,16.0
Brasileirao,2014,133,Morumbi,mandante,SAO PAULO - SP,pro,Alan Kardec,31.0
Brasileirao,2014,133,Morumbi,mandante,SAO PAULO - SP,pro,Alexandre Pato,38.0
Brasileirao,2014,133,Morumbi,visitante,VITORIA - BA,pro,Kadu,45.5
Brasileirao,2014,134,Vila Belmiro,visitante,CORINTHIANS - SP,pro,Gil,84.0
Brasileirao,2014,135,Arena da Baixada,mandante,ATLETICO - PR,pro,Cleo,45.0
Brasileirao,2014,135,Arena da Baixada,mandante,ATLETICO - PR,pro,Douglas,90.5
Brasileirao,2014,136,Independência,mandante,ATLETICO - MG,pro,Diego Tardelli,43.0
Brasileirao,2014,136,Independência,visitante,PALMEIRAS - SP,pro,Henrique Dourado,54.0
Brasileirao,2014,136,Independência,mandante,ATLETICO - MG,pro,Datolo,87.0
Brasileirao,2014,137,Fonte Nova,mandante,BAHIA - BA,pro,Leandro,30.0
Brasileirao,2014,138,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Aranguiz,61.0
Brasileirao,2014,138,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Claudio Winck,84.0
Brasileirao,2014,140,Arena Condá,visitante,FIGUEIRENSE - SC,pro,Marquinhos Silva,87.0
Brasileirao,2014,141,Mané Garrincha,mandante,BOTAFOGO - RJ,pro,Daniel,64.0
Brasileirao,2014,141,Mané Garrincha,mandante,BOTAFOGO - RJ,pro,Pablo Daniel,67.0
Brasileirao,2014,142,Ilha do Retiro,visitante,ATLETICO - PR,pro,Cleberson,25.0
Brasileirao,2014,142,Ilha do Retiro,mandante,SPORT - PE,pro,Regis,40.0
Brasileirao,2014,143,Arena Corinthians,visitante,BAHIA - BA,pro,Kieza,36.0
Brasileirao,2014,143,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Gil,43.0
Brasileirao,2014,144,Pacaembu,visitante,SAO PAULO - SP,pro,Alexandre Pato,53.0
Brasileirao,2014,144,Pacaembu,mandante,PALMEIRAS - SP,pro,Henrique Dourado,60.0
Brasileirao,2014,144,Pacaembu,visitante,SAO PAULO - SP,pro,Alan Kardec,89.0
Brasileirao,2014,145,Couto Pereira,visitante,FLAMENGO - RJ,pro,Everton,17.0
Brasileirao,2014,146,Mineirão,mandante,CRUZEIRO - MG,pro,Marcelo Moreno,24.0
Brasileirao,2014,146,Mineirão,mandante,CRUZEIRO - MG,pro,Ricardo Goulart,48.0
Brasileirao,2014,146,Mineirão,mandante,CRUZEIRO - MG,pro,Julio Baptista,87.0
Brasileirao,2014,148,Arena do Grêmio,mandante,GREMIO - RS,pro,Luan,10.0
Brasileirao,2014,148,Arena do Grêmio,mandante,GREMIO - RS,pro,Lucas Coelho,48.0
Brasileirao,2014,149,Orlando Scarpelli,visitante,ATLETICO - MG,pro,Datolo,7.0
Brasileirao,2014,149,Orlando Scarpelli,mandante,FIGUEIRENSE - SC,contra,Leo Silva,24.0
Brasileirao,2014,149,Orlando Scarpelli,visitante,ATLETICO - MG,pro,Diego Tardelli,73.0
Brasileirao,2014,149,Orlando Scarpelli,mandante,FIGUEIRENSE - SC,pro,Clayton,90.5
Brasileirao,2014,150,Serra Dourada,visitante,INTERNACIONAL - RS,contra,Pedro Henrique,77.0
Brasileirao,2014,151,Maracanã,visitante,ATLETICO - MG,pro,Maicosuel,9.0
Brasileirao,2014,151,Maracanã,mandante,FLAMENGO - RJ,pro,Leo Moura,65.0
Brasileirao,2014,151,Maracanã,mandante,FLAMENGO - RJ,pro,Eduardo da Silva,71.0
Brasileirao,2014,152,Arena Pernambuco,visitante,PALMEIRAS - SP,pro,Henrique Dourado,13.0
Brasileirao,2014,152,Arena Pernambuco,mandante,SPORT - PE,contra,Fábio,22.0
Brasileirao,2014,152,Arena Pernambuco,mandante,SPORT - PE,pro,Patric,32.0
Brasileirao,2014,153,Arena Corinthians,visitante,GOIAS - GO,pro,Thiago Mendes,10.0
Brasileirao,2014,153,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Guerrero,22.0
Brasileirao,2014,153,Arena Corinthians,visitante,GOIAS - GO,pro,Jackson,60.0
Brasileirao,2014,153,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Elias,65.0
Brasileirao,2014,153,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Luciano,77.0
Brasileirao,2014,153,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Luciano,84.0
Brasileirao,2014,153,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Luciano,88.0
Brasileirao,2014,154,Vila Belmiro,mandante,SANTOS - SP,pro,Leandro Damiao,45.0
Brasileirao,2014,154,Vila Belmiro,mandante,SANTOS - SP,pro,Thiago Ribeiro,66.0
Brasileirao,2014,155,Couto Pereira,mandante,CORITIBA - PR,pro,Dudu,17.0
Brasileirao,2014,155,Couto Pereira,mandante,CORITIBA - PR,pro,Keirrison,62.0
Brasileirao,2014,156,Mineirão,mandante,CRUZEIRO - MG,pro,Dagoberto,85.0
Brasileirao,2014,158,Beira-Rio,visitante,SAO PAULO - SP,pro,PH GANSO,35.0
Brasileirao,2014,159,Orlando Scarpelli,mandante,FIGUEIRENSE - SC,pro,Clayton,2.0
Brasileirao,2014,160,Arena Condá,mandante,CHAPECOENSE - SC,pro,Camilo,60.0
Brasileirao,2014,161,Maracanã,mandante,BOTAFOGO - RJ,pro,Ramirez,30.0
Brasileirao,2014,162,Maracanã,mandante,FLUMINENSE - RJ,pro,Cicero,34.0
Brasileirao,2014,162,Maracanã,mandante,FLUMINENSE - RJ,pro,Fred,42.0
Brasileirao,2014,162,Maracanã,mandante,FLUMINENSE - RJ,pro,Conca,49.0
Brasileirao,2014,162,Maracanã,mandante,FLUMINENSE - RJ,pro,Fred,79.0
Brasileirao,2014,163,Morumbi,mandante,SAO PAULO - SP,pro,PH GANSO,23.0
Brasileirao,2014,163,Morumbi,visitante,SANTOS - SP,pro,Gabriel Barbosa,85.0
Brasileirao,2014,163,Morumbi,mandante,SAO PAULO - SP,pro,Alexandre Pato,87.0
Brasileirao,2014,164,Pacaembu,mandante,PALMEIRAS - SP,pro,Juninho,13.0
Brasileirao,2014,166,Independência,mandante,ATLETICO - MG,pro,Diego Tardelli,82.0
Brasileirao,2014,167,Manoel Barradas,visitante,FIGUEIRENSE - SC,pro,Everaldo,74.0
Brasileirao,2014,168,Arena do Grêmio,mandante,GREMIO - RS,pro,Barcos,46.0
Brasileirao,2014,168,Arena do Grêmio,mandante,GREMIO - RS,pro,Barcos,48.0
Brasileirao,2014,168,Arena do Grêmio,visitante,CORINTHIANS - SP,pro,Guerrero,61.0
Brasileirao,2014,169,Heriberto Hulse,visitante,FLAMENGO - RJ,pro,Mugni,77.0
Brasileirao,2014,169,Heriberto Hulse,visitante,FLAMENGO - RJ,pro,Eduardo da Silva,81.0
Brasileirao,2014,170,Serra Dourada,visitante,CRUZEIRO - MG,pro,Marcelo Moreno,25.0
Brasileirao,2014,171,Maracanã,mandante,BOTAFOGO - RJ,pro,Daniel,62.0
Brasileirao,2014,172,Ilha do Retiro,mandante,SPORT - PE,pro,Neto Baiano,50.0
Brasileirao,2014,172,Ilha do Retiro,mandante,SPORT - PE,pro,Danilo Barcelos,52.0
Brasileirao,2014,173,Arena Corinthians,visitante,FLUMINENSE - RJ,pro,Fred,42.0
Brasileirao,2014,173,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Romarinho,73.0
Brasileirao,2014,174,Pacaembu,visitante,INTERNACIONAL - RS,pro,Jorge Henrique,19.0
Brasileirao,2014,176,Mineirão,visitante,CHAPECOENSE - SC,pro,Zezinho,11.0
Brasileirao,2014,176,Mineirão,mandante,CRUZEIRO - MG,pro,Leo,49.0
Brasileirao,2014,176,Mineirão,mandante,CRUZEIRO - MG,pro,Marcelo Moreno,51.0
Brasileirao,2014,176,Mineirão,mandante,CRUZEIRO - MG,pro,Alisson,57.0
Brasileirao,2014,176,Mineirão,visitante,CHAPECOENSE - SC,pro,Bruno Rangel,70.0
Brasileirao,2014,176,Mineirão,mandante,CRUZEIRO - MG,pro,Marcelo Moreno,71.0
Brasileirao,2014,177,Manoel Barradas,visitante,FLAMENGO - RJ,pro,Marcelo,32.0
Brasileirao,2014,177,Manoel Barradas,mandante,VITORIA - BA,pro,Caio,39.0
Brasileirao,2014,177,Manoel Barradas,visitante,FLAMENGO - RJ,pro,Alecsandro,70.0
Brasileirao,2014,178,Arena do Grêmio,mandante,GREMIO - RS,pro,Barcos,58.0
Brasileirao,2014,179,Orlando Scarpelli,mandante,FIGUEIRENSE - SC,pro,Giovanni Augusto,47.0
Brasileirao,2014,179,Orlando Scarpelli,visitante,SAO PAULO - SP,pro,Rogerio,75.0
Brasileirao,2014,180,Serra Dourada,mandante,GOIAS - GO,pro,Erik,38.0
Brasileirao,2014,180,Serra Dourada,mandante,GOIAS - GO,pro,Erik,42.0
Brasileirao,2014,180,Serra Dourada,visitante,ATLETICO - PR,pro,Cleo,63.0
Brasileirao,2014,180,Serra Dourada,mandante,GOIAS - GO,pro,Erik,84.0
Brasileirao,2014,181,Maracanã,visitante,GREMIO - RS,pro,Luan,90.5
Brasileirao,2014,182,Maracanã,visitante,CRUZEIRO - MG,pro,Julio Baptista,13.0
Brasileirao,2014,182,Maracanã,mandante,FLUMINENSE - RJ,pro,Wagner,16.0
Brasileirao,2014,182,Maracanã,mandante,FLUMINENSE - RJ,pro,Cicero,22.0
Brasileirao,2014,182,Maracanã,visitante,CRUZEIRO - MG,pro,Julio Baptista,44.0
Brasileirao,2014,182,Maracanã,visitante,CRUZEIRO - MG,pro,Marcelo Moreno,58.0
Brasileirao,2014,182,Maracanã,mandante,FLUMINENSE - RJ,pro,Robert,88.0
Brasileirao,2014,183,Morumbi,mandante,SAO PAULO - SP,contra,Rithely,7.0
Brasileirao,2014,183,Morumbi,mandante,SAO PAULO - SP,pro,Alexandre Pato,25.0
Brasileirao,2014,184,Pacaembu,mandante,SANTOS - SP,pro,David Braz,46.0
Brasileirao,2014,184,Pacaembu,mandante,SANTOS - SP,pro,David Braz,51.0
Brasileirao,2014,184,Pacaembu,visitante,VITORIA - BA,pro,Dinei,64.0
Brasileirao,2014,184,Pacaembu,mandante,SANTOS - SP,pro,Leandro Damiao,73.0
Brasileirao,2014,185,Arena da Baixada,mandante,ATLETICO - PR,pro,Guilherme Dellatorre,29.0
Brasileirao,2014,185,Arena da Baixada,visitante,PALMEIRAS - SP,pro,Henrique Dourado,52.0
Brasileirao,2014,186,Independência,mandante,ATLETICO - MG,pro,Leo Silva,69.0
Brasileirao,2014,188,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Dalessandro,17.0
Brasileirao,2014,188,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Paulão,34.0
Brasileirao,2014,188,Beira-Rio,visitante,FIGUEIRENSE - SC,pro,Everaldo,50.0
Brasileirao,2014,188,Beira-Rio,visitante,FIGUEIRENSE - SC,pro,Marquinhos,74.0
Brasileirao,2014,188,Beira-Rio,visitante,FIGUEIRENSE - SC,pro,Giovanni Augusto,75.0
Brasileirao,2014,191,Mané Garrincha,visitante,SAO PAULO - SP,pro,Alan Kardec,7.0
Brasileirao,2014,191,Mané Garrincha,mandante,BOTAFOGO - RJ,pro,Pablo Daniel,19.0
Brasileirao,2014,191,Mané Garrincha,mandante,BOTAFOGO - RJ,pro,Andre Bahia,22.0
Brasileirao,2014,191,Mané Garrincha,visitante,SAO PAULO - SP,pro,Souza,36.0
Brasileirao,2014,191,Mané Garrincha,visitante,SAO PAULO - SP,pro,Souza,41.0
Brasileirao,2014,191,Mané Garrincha,visitante,SAO PAULO - SP,pro,Alexandre Pato,80.0
Brasileirao,2014,192,Arena Pernambuco,visitante,SANTOS - SP,pro,Thiago Ribeiro,24.0
Brasileirao,2014,192,Arena Pernambuco,mandante,SPORT - PE,pro,Patric,40.0
Brasileirao,2014,192,Arena Pernambuco,mandante,SPORT - PE,pro,Patric,52.0
Brasileirao,2014,192,Arena Pernambuco,mandante,SPORT - PE,pro,Patric,90.5
Brasileirao,2014,193,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Petros,13.0
Brasileirao,2014,194,Pacaembu,mandante,PALMEIRAS - SP,pro,Cristaldo,81.0
Brasileirao,2014,195,Couto Pereira,mandante,CORITIBA - PR,pro,Robinho,1.0
Brasileirao,2014,195,Couto Pereira,mandante,CORITIBA - PR,pro,Martinucio,13.0
Brasileirao,2014,195,Couto Pereira,mandante,CORITIBA - PR,pro,Joel,75.0
Brasileirao,2014,196,Mineirão,visitante,BAHIA - BA,pro,Rafael,29.0
Brasileirao,2014,196,Mineirão,mandante,CRUZEIRO - MG,pro,Éverton Ribeiro,53.0
Brasileirao,2014,196,Mineirão,mandante,CRUZEIRO - MG,pro,Ricardo Goulart,71.0
Brasileirao,2014,197,Manoel Barradas,mandante,VITORIA - BA,pro,Richarlyson,7.0
Brasileirao,2014,197,Manoel Barradas,mandante,VITORIA - BA,pro,Marcio,56.0
Brasileirao,2014,198,Arena do Grêmio,mandante,GREMIO - RS,pro,Barcos,90.5
Brasileirao,2014,199,Orlando Scarpelli,mandante,FIGUEIRENSE - SC,pro,Everaldo,38.0
Brasileirao,2014,199,Orlando Scarpelli,visitante,FLUMINENSE - RJ,pro,Cicero,84.0
Brasileirao,2014,200,Arena Pantanal,mandante,GOIAS - GO,pro,Samuel,69.0
Brasileirao,2014,201,Maracanã,mandante,FLAMENGO - RJ,pro,Wallace Reis,65.0
Brasileirao,2014,202,Maracanã,mandante,FLUMINENSE - RJ,pro,Fred,7.0
Brasileirao,2014,202,Maracanã,mandante,FLUMINENSE - RJ,pro,Fred,34.0
Brasileirao,2014,202,Maracanã,mandante,FLUMINENSE - RJ,pro,Conca,64.0
Brasileirao,2014,203,Morumbi,mandante,SAO PAULO - SP,pro,Rogerio,35.0
Brasileirao,2014,203,Morumbi,mandante,SAO PAULO - SP,pro,Alan Kardec,71.0
Brasileirao,2014,204,Vila Belmiro,mandante,SANTOS - SP,pro,Lucas Lima,13.0
Brasileirao,2014,204,Vila Belmiro,mandante,SANTOS - SP,pro,Robinho,38.0
Brasileirao,2014,204,Vila Belmiro,visitante,CORITIBA - PR,pro,Dudu,87.0
Brasileirao,2014,205,Arena da Baixada,mandante,ATLETICO - PR,pro,Marcelo Cirino,29.0
Brasileirao,2014,205,Arena da Baixada,mandante,ATLETICO - PR,pro,Hernani,70.0
Brasileirao,2014,207,Jóia da Princesa,mandante,BAHIA - BA,pro,Kieza,18.0
Brasileirao,2014,207,Jóia da Princesa,mandante,BAHIA - BA,pro,Kieza,24.0
Brasileirao,2014,207,Jóia da Princesa,mandante,BAHIA - BA,pro,Max,84.0
Brasileirao,2014,208,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Alex,40.0
Brasileirao,2014,208,Beira-Rio,mandante,INTERNACIONAL - RS,pro,Eduardo Sasha,58.0
Brasileirao,2014,209,Heriberto Hulse,mandante,CRICIUMA - SC,pro,Luis Felipe,62.0
Brasileirao,2014,210,Arena Condá,mandante,CHAPECOENSE - SC,pro,Douglas Groli,42.0
Brasileirao,2014,210,Arena Condá,mandante,CHAPECOENSE - SC,pro,Tiago Luis,46.0
Brasileirao,2014,210,Arena Condá,visitante,SPORT - PE,pro,Felipe Azevedo,82.0
Brasileirao,2014,210,Arena Condá,mandante,CHAPECOENSE - SC,pro,Douglas Groli,86.0
Brasileirao,2014,211,Maracanã,mandante,BOTAFOGO - RJ,pro,Emerson Sheik,29.0
Brasileirao,2014,211,Maracanã,visitante,BAHIA - BA,contra,Dankler,31.0
Brasileirao,2014,211,Maracanã,mandante,BOTAFOGO - RJ,pro,Emerson Sheik,42.0
Brasileirao,2014,211,Maracanã,visitante,BAHIA - BA,pro,Max,72.0
Brasileirao,2014,211,Maracanã,visitante,BAHIA - BA,pro,Branquinho,89.0
Brasileirao,2014,213,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Malcom,9.0
Brasileirao,2014,213,Arena Corinthians,visitante,CHAPECOENSE - SC,contra,Ferrugem,49.0
Brasileirao,2014,214,Pacaembu,visitante,FLAMENGO - RJ,pro,Hector,12.0
Brasileirao,2014,214,Pacaembu,visitante,FLAMENGO - RJ,pro,Alecsandro,31.0
Brasileirao,2014,214,Pacaembu,mandante,PALMEIRAS - SP,pro,Diogo,47.0
Brasileirao,2014,214,Pacaembu,mandante,PALMEIRAS - SP,pro,Victor,68.0
Brasileirao,2014,215,Couto Pereira,visitante,SAO PAULO - SP,pro,Michel Bastos,45.5
